#         8    -0.1079908E+02     0.2704604E+02
    -0.1291998E+02     0.2756332E+02
    -0.1218439E+02     0.2758124E+02
    -0.1105437E+02     0.2758138E+02
    -0.9850016E+01     0.2758196E+02
    -0.9076787E+01     0.2758006E+02
    -0.8437546E+01     0.2758373E+02
    -0.8437546E+01     0.2758373E+02
    -0.8425487E+01     0.2718965E+02
    -0.8425487E+01     0.2718965E+02
    -0.8439125E+01     0.2640129E+02
    -0.8438041E+01     0.2610886E+02
    -0.8484749E+01     0.2593059E+02
    -0.8736588E+01     0.2593549E+02
    -0.1143906E+02     0.2594529E+02
    -0.1168955E+02     0.2591207E+02
    -0.1171085E+02     0.2568307E+02
    -0.1174248E+02     0.2466571E+02
    -0.1178686E+02     0.2349571E+02
    -0.1185134E+02     0.2343812E+02
    -0.1221543E+02     0.2330887E+02
    -0.1254214E+02     0.2316711E+02
    -0.1280082E+02     0.2297488E+02
    -0.1291290E+02     0.2280258E+02
    -0.1291727E+02     0.2248469E+02
    -0.1284367E+02     0.2179217E+02
    -0.1282074E+02     0.2129643E+02
    -0.1291647E+02     0.2130859E+02
    -0.1324604E+02     0.2129396E+02
    -0.1432437E+02     0.2130038E+02
    -0.1659893E+02     0.2132525E+02
    -0.1681242E+02     0.2133112E+02
    -0.1681242E+02     0.2133112E+02
    -0.1677999E+02     0.2161224E+02
    -0.1660236E+02     0.2200662E+02
    -0.1636824E+02     0.2225497E+02
    -0.1614887E+02     0.2250963E+02
    -0.1603885E+02     0.2273865E+02
    -0.1551036E+02     0.2389003E+02
    -0.1540338E+02     0.2399829E+02
    -0.1477155E+02     0.2452710E+02
    -0.1461638E+02     0.2474985E+02
    -0.1459356E+02     0.2516297E+02
    -0.1445639E+02     0.2565260E+02
    -0.1416359E+02     0.2613620E+02
    -0.1398410E+02     0.2628910E+02
    -0.1380214E+02     0.2637845E+02
    -0.1342506E+02     0.2660803E+02
    -0.1326265E+02     0.2683080E+02
    -0.1311235E+02     0.2718065E+02
    -0.1291998E+02     0.2756332E+02
