1
        -50.474258          2.212064
        -50.504452          2.255313
        -50.487171          2.256947
        -50.479557          2.261078
        -50.457962          2.260429
        -50.431850          2.250873
        -50.420750          2.244854
        -50.414169          2.244018
        -50.405338          2.231792
        -50.395267          2.225155
        -50.392410          2.222270
        -50.390133          2.219972
        -50.381512          2.204436
        -50.384190          2.200713
        -50.396748          2.191002
        -50.403351          2.173416
        -50.408089          2.167627
        -50.446144          2.161054
        -50.462402          2.151553
        -50.463253          2.151335
        -50.471249          2.149288
        -50.488731          2.149931
        -50.515652          2.167145
        -50.522621          2.189509
        -50.527962          2.197175
        -50.534126          2.202564
        -50.538857          2.204019
        -50.554695          2.201761
        -50.560658          2.202182
        -50.563534          2.205083
        -50.564354          2.210880
        -50.556934          2.226603
        -50.536968          2.241070
        -50.521942          2.249745
        -50.504452          2.255313
END
2
#       -50.410248          2.041052
        -50.468178          1.954308
        -50.472492          1.956384
        -50.477219          1.961357
        -50.479061          1.965913
        -50.481712          1.986820
        -50.486221          2.002142
        -50.488888          2.006285
        -50.493000          2.008567
        -50.504475          2.009753
        -50.507183          2.010033
        -50.512527          2.012316
        -50.516434          2.015012
        -50.521149          2.026194
        -50.521759          2.032818
        -50.498039          2.124090
        -50.495949          2.132139
        -50.496967          2.138971
        -50.494701          2.143522
        -50.479279          2.142674
        -50.433811          2.156691
        -50.423939          2.157920
        -50.411385          2.163285
        -50.397602          2.166578
        -50.394100          2.169885
        -50.385857          2.184777
        -50.375359          2.190558
        -50.367134          2.190340
        -50.360970          2.184949
        -50.352352          2.169826
        -50.338799          2.152627
        -50.326492          2.127976
        -50.323620          2.114336
        -50.321175          2.102716
        -50.309284          2.075583
        -50.309296          2.066269
        -50.306026          2.052397
        -50.284019          1.995162
        -50.278156          1.979913
        -50.276943          1.965009
        -50.274082          1.951345
        -50.276363          1.938516
        -50.282135          1.927349
        -50.289753          1.918047
        -50.310745          1.904005
        -50.325195          1.893093
        -50.356430          1.869509
        -50.378445          1.855674
        -50.385029          1.851751
        -50.392639          1.849485
        -50.404152          1.848880
        -50.423271          1.849113
        -50.432110          1.852022
        -50.435600          1.855131
        -50.439297          1.859068
        -50.442989          1.867351
        -50.447708          1.873566
        -50.453655          1.888889
        -50.455692          1.905241
        -50.455807          1.915894
        -50.455879          1.922626
        -50.462639          1.943746
        -50.465919          1.952236
        -50.468178          1.954308
END
3
        -50.318680          0.753980
        -50.322338          0.736225
        -50.324596          0.736642
        -50.326645          0.740573
        -50.327248          0.750706
        -50.323124          0.763313
        -50.317574          0.767854
        -50.312859          0.764125
        -50.310608          0.756057
        -50.313084          0.747170
        -50.322338          0.736225
END
4
        -50.307285          0.622264
        -50.303619          0.607182
        -50.305264          0.607391
        -50.309559          0.618975
        -50.314892          0.623118
        -50.316734          0.626635
        -50.316113          0.631389
        -50.313850          0.634074
        -50.310978          0.633036
        -50.301136          0.623304
        -50.299294          0.618753
        -50.303619          0.607182
END
5
        -50.310379          0.592539
        -50.308792          0.576385
        -50.311459          0.577216
        -50.314533          0.583009
        -50.316166          0.590248
        -50.313892          0.599341
        -50.309986          0.605124
        -50.307934          0.603880
        -50.303444          0.585267
        -50.305710          0.578241
        -50.308792          0.576385
END
6
        -50.616409          0.287818
        -50.640800          0.259938
        -50.643257          0.265521
        -50.642845          0.269447
        -50.634003          0.287624
        -50.630585          0.292043
        -50.629688          0.293200
        -50.625992          0.295882
        -50.605881          0.299787
        -50.593559          0.308247
        -50.589249          0.309482
        -50.586376          0.307825
        -50.585358          0.303277
        -50.587002          0.298112
        -50.600353          0.286554
        -50.616573          0.277272
        -50.637108          0.260967
        -50.640800          0.259938
END
7
        -49.618931          0.347604
        -49.613651          0.333415
        -49.625305          0.352664
        -49.625912          0.357006
        -49.620777          0.358647
        -49.618320          0.357401
        -49.612820          0.337547
        -49.613651          0.333415
END
8
#        -56.734798         -2.404977
        -56.746460         -2.199082
        -56.737503         -2.198118
        -56.722424         -2.192582
        -56.712830         -2.190730
        -56.705830         -2.195033
        -56.703678         -2.197618
        -56.694527         -2.203357
        -56.681942         -2.214610
        -56.673935         -2.219889
        -56.668449         -2.220112
        -56.648113         -2.215258
        -56.614746         -2.214525
        -56.608807         -2.211528
        -56.602661         -2.193122
        -56.597412         -2.188516
        -56.586449         -2.183441
        -56.568851         -2.181808
        -56.556980         -2.171443
        -56.540085         -2.159002
        -56.527985         -2.150936
        -56.519043         -2.152526
        -56.510132         -2.151753
        -56.502041         -2.153418
        -56.494774         -2.157522
        -56.485901         -2.165704
        -56.480648         -2.169494
        -56.476067         -2.175697
        -56.471722         -2.178450
        -56.453209         -2.177732
        -56.438122         -2.180469
        -56.430344         -2.183907
        -56.410000         -2.185715
        -56.388744         -2.185681
        -56.385548         -2.182917
        -56.373474         -2.158752
        -56.365715         -2.152070
        -56.357723         -2.148148
        -56.346294         -2.149279
        -56.322964         -2.161429
        -56.315880         -2.158887
        -56.305614         -2.149441
        -56.293076         -2.129873
        -56.290806         -2.121361
        -56.295860         -2.105733
        -56.300220         -2.096082
        -56.282215         -2.067537
        -56.276974         -2.061090
        -56.270351         -2.057399
        -56.257103         -2.055536
        -56.242264         -2.045623
        -56.238380         -2.045156
        -56.227867         -2.046517
        -56.224274         -2.047715
        -56.221695         -2.048575
        -56.192474         -2.031507
        -56.188820         -2.030810
        -56.178097         -2.022512
        -56.163486         -2.014667
        -56.146587         -2.009806
        -56.127163         -2.010690
        -56.122360         -2.012749
        -56.113674         -2.013653
        -56.102467         -2.018000
        -56.099941         -2.024893
        -56.104477         -2.043068
        -56.114410         -2.059384
        -56.126343         -2.078983
        -56.147083         -2.107306
